app	model	q_idx	status	turns	llm_s	wall_s	ans_len	session_id	final_answer
tpl	minimax/minimax-m3	q4	ok	12	58.0	78.1	1705	09827dcc-ee2f-499d-bb0d-f2e57717eb1b	Here's a summary of land conservation funding in Boulder County, Colorado:  ## Who Has Funded Land Conservation in Boulder County  The TPL Conservation Almanac records **530 conservation sites** in Boulder County. Funding totals by sponsor:  | Sponsor | Type | Total Funded | Sites | |---------|------|-------------:|------:| | **Boulder County, CO** | Local gov | $321.2 M | 530 | | **U.S. Natural Resources Conservation Service** | Federal | $6.30 M | 4 | | **U.S. Forest Service** | Federal | $4.90 M | 1 | | **Colorado** (state) | State | $3.13 M | 9 | | **Longmont, CO** | Local gov | $2.10 M | 3 | | **Private Landowner** | Private | $1.02 M | 6 | | **Colorado Conservation Trust Fund** | State | $230,000 | 1 | | **Ward, CO** | Local gov | $96,606 | 2 | | **Broomfield County, CO** | Local gov | $96,110 | 1 | | **Colorado State Parks** | State | $2,300 | 1 | | **Boulder County Audubon Society** | Private | (amount unknown) | 1 |  **Key takeaways from the data:** - **Boulder County itself is by far the dominant funder** — contributing roughly $321 million across all 530 recorded sites, dwarfing every other source combined. - **Federal funding** comes primarily from the USDA Natural Resources Conservation Service and the U.S. Forest Service. - **State of Colorado** funding appears across 9 sites (~$3.1 M). - **Local municipalities** (Longmont, Ward, Broomfield County) contribute smaller amounts. - The largest individual protected sites include **Tolland Ranch CE** (3,334 acres), **TREVARTON (LILLIAN)** (1,964 acres), and **Boulder County IGA Open Space** (1,328 acres).  The map is now filtered to show only Boulder County conservation sites, centered over the county at zoom level 10.
tpl	moonshotai/kimi-k2.7-code	q3	budget_capped	1	0.3	0.3	0	74eb7bd0-3049-468c-b5d0-1206ff22d3bb	
tpl-ca	minimax/minimax-m3	q3	budget_capped	1	0.1	0.1	0	5a780346-b3e6-459f-ab87-3738a0ee936e	
global-30x30	moonshotai/kimi-k2.7-code	q1	budget_capped	1	0.2	0.2	0	b8b32b37-1dc1-4160-b795-12c467208149	
wetlands-v2	minimax/minimax-m3	?	budget_capped	1	0.1	0.1	0	3f906d4b-6928-459f-8b7d-8cfffee92184	
global-30x30	moonshotai/kimi-k2.7-code	q1	budget_capped	1	0.1	0.1	0	1c32edf0-fff5-4fa8-b882-a6d2c89e389b	
biodiversity	moonshotai/kimi-k2.7-code	q1	ok	5	27.4	30.8	937	fa86efd4-2838-4581-9758-6fa9cba2192f	The countries with the most **Ramsar wetland sites** (distinct Ramsar-designated sites) are:  | Rank | Country | Ramsar Sites | |---|---|---| | 1 | United Kingdom | 176 | | 2 | Mexico | 144 | | 3 | India | 94 | | 4 | China | 82 | | 5 | Spain | 76 | | 6 | Sweden | 68 | | 7 | Australia | 67 | | 8 | Norway | 63 | | 9 | Italy | 61 | | 10 | Netherlands | 58 |  A few notes: - The UK leads by a wide margin, with nearly 1 in 15 of all Ramsar sites globally. - Mexico is second, reflecting extensive wetland systems such as coastal lagoons, mangroves, and highland lakes. - The United States ranks 19th with 41 sites — lower than many European countries, partly because the US is not a party to the Ramsar Convention (sites there are designated by territories or through other mechanisms). - These counts are by **distinct Ramsar site ID** (`ramsarid`), not polygon parcels, since a single site can be split across multiple boundary polygons.
tpl-ca	minimax/minimax-m3	q2	ok	3	150.3	158.6	1901	4134c58e-af7b-4bfb-9b23-16f213276766	"Here are the top 20 California congressional districts by conservation funds approved through ballot measures since 2010:  | Rank | District | Conservation Funds Approved | Total Funds at Stake | # Measures | |------|----------|----------------------------:|---------------------:|-----------:| | 1 | CA-11 (San Francisco) | $169.1M | $3.08B | 6 | | 2 | CA-21 (Central Valley) | $157.0M | $730.4M | 1 | | 3 | CA-32 (LA area) | $149.8M | $2.05B | 9 | | 4 | CA-18 (San Jose) | $110.4M | $1.14B | 5 | | 5 | CA-16 (San Mateo/Santa Clara) | $93.7M | $513.4M | 6 | | 6 | CA-19 (Santa Cruz/Monterey) | $89.7M | $648.3M | 5 | | 7 | CA-2 (North Coast) | $85.6M | $490.1M | 12 | | 8 | CA-36 (Inland Empire) | $80.7M | $767.3M | 9 | | 9 | CA-30 (LA County) | $72.4M | $964.5M | 4 | | 10 | CA-29 (LA County) | $69.9M | $958.1M | 4 |  **Key takeaways:** - **CA-11 (San Francisco)** leads with ~$169M in approved conservation funds across 6 measures — reflecting the Bay Area's strong tradition of voter-approved conservation funding. - **CA-21** ranks #2 despite having only 1 measure — a single large bond measure (likely the 2024 San Joaquin Valley conservation initiative) drove the total. - **CA-2 (North Coast)** has the most measures (12) but ranks #7 in total funds — many smaller county-level measures. - Bay Area and LA County districts dominate the top of the list.  **Methodology notes:** - Statewide ballot measures are excluded (they don't belong to a specific district). - When a measure's jurisdiction (e.g., a county) spans multiple congressional districts, funds are allocated proportionally based on the share of H3 hex cells in each district. - ""Conservation funds approved"" = the conservation-earmarked portion that voters actually approved (not the full ballot amount, which may include parks, trails, and other non-conservation spending). - Data covers 2010–2025 from TPL's LandVote database."
wetlands-v2	nvidia/nemotron-3-ultra-550b-a55b	?	budget_capped	1	0.1	0.1	0	d116666e-5b17-4c35-b1a9-4798971683a7	
global-30x30	z-ai/glm-5.2	q3	budget_capped	1	0.2	0.2	0	b54d736f-6183-4b38-b447-4b1f31df79db	
tpl-ca	z-ai/glm-5.2	q1	budget_capped	1	0.2	0.2	0	21f662ce-6aa8-421c-ae3b-74046a108f85	
tpl-ca	nvidia/nemotron-3-ultra-550b-a55b	q4	budget_capped	1	0.1	0.1	0	1fa84fd7-785d-430b-b8e9-0d0e1403bfad	
global-30x30	minimax/minimax-m3	q1	budget_capped	1	0.7	0.7	0	8979d3d8-4fc2-45f3-bb36-e406e46d137f	
global-30x30	nvidia/nemotron-3-ultra-550b-a55b	q1	budget_capped	1	0.8	0.8	0	6b4448c0-8056-42e3-8293-86260c3210be	
ca-30x30	z-ai/glm-5.2	q2	ok	3	77.8	84.9	2174	ccaae87e-42c4-4f1c-b9ab-e9b356980a47	"**The Mojave Desert** has the most conserved acreage, with **7.37 million acres** in GAP 1+2 (the 30x30-counted category) across 1,115 conserved units. It also leads in total protected extent at 10.94 million acres (GAP 1–4 combined).  Here's the full ranking by GAP 1+2 conserved acreage:  | Ecoregion | GAP 1+2 (M ac) | Total Protected (M ac) | Units | |---|---|---|---| | **Mojave Desert** | **7.37** | **10.94** | 1,115 | | Sierra Nevada | 4.64 | 9.99 | 2,542 | | Southern California Mountains and Valleys | 2.48 | 4.32 | 4,887 | | Southeastern Great Basin | 1.99 | 2.38 | 124 | | Sonoran Desert | 1.63 | 2.50 | 589 | | Klamath Mountains | 1.19 | 4.09 | 787 | | Central Valley Coast Ranges | 0.99 | 1.83 | 2,331 | | Central California Coast | 0.82 | 1.14 | 5,382 | | Northern California Coast | 0.80 | 1.20 | 4,514 | | Northern California Coast Ranges | 0.68 | 1.82 | 1,081 | | Southern Cascades | 0.57 | 2.36 | 762 | | Sierra Nevada Foothills | 0.52 | 1.12 | 2,009 | | Mono | 0.51 | 1.84 | 451 | | Colorado Desert | 0.45 | 1.55 | 573 | | Southern California Coast | 0.43 | 0.87 | 11,333 | | Great Valley (South) | 0.42 | 0.56 | 2,130 | | Great Valley (North) | 0.39 | 0.61 | 4,281 | | Modoc Plateau | 0.27 | 2.37 | 192 | | Northwestern Basin and Range | 0.20 | 0.63 | 96 | | Northern California Interior Coast Ranges | 0.13 | 0.26 | 632 |  A few notes on the numbers:  - **GAP 1+2** (`Acres`) is the 30x30-counted conserved acreage — lands managed for biodiversity protection. **Total Protected** (`Total_Acre`) includes GAP 3–4 (""other protected"" lands with multiple-use or no biodiversity mandate) and is a separate, larger figure. - The Mojave Desert's lead is driven largely by federal lands (e.g., Death Valley National Park, Mojave National Preserve) that carry GAP 1–2 status. - The Sierra Nevada is second in GAP 1+2 but has a notably large GAP 3–4 component (9.99M total vs. 4.64M GAP 1+2), reflecting extensive multiple-use federal forest land. - The Modoc Plateau shows a similar pattern — only 0.27M GAP 1+2 but 2.37M total, again mostly multiple-use federal land.  Would you like to drill into any ecoregion by GAP status, managing agency, or habitat type?"
ca-30x30	minimax/minimax-m3	q2	ok	3	11.8	18.4	1285	a87a3cef-a5b4-4427-af50-6a1a277ba3eb	"## Ecoregion with the most conserved acreage  **Mojave Desert** has the most conserved acreage by both measures:  | Measure | Mojave Desert | Next (Sierra Nevada) | |---|---:|---:| | **GAP 1+2** (counts toward 30x30) | **7,373,400 ac** | 4,638,090 ac | | **Total protected** (all GAP statuses) | **10,937,600 ac** | 9,990,180 ac | | GAP 3+4 (""other protected"") | 3,564,200 ac | 5,352,090 ac | | Number of units | 1,115 | 2,542 |  ### Notes on the numbers - **GAP 1+2** is the portion that counts toward California's 30x30 goal (biodiversity-protection mandate). **GAP 3+4** is a separate ""other protected"" category (multiple-use lands, no biodiversity mandate) — they are not combined into a single ""conserved"" total. - The Mojave Desert leads on GAP 1+2 despite having fewer units than Sierra Nevada, Southern California Mountains and Valleys, or Southern California Coast — its units are larger on average. - Sierra Nevada has the largest GAP 3+4 footprint (5.35M ac), reflecting extensive multiple-use federal lands there. - Statewide totals across all 20 ecoregions: GAP 1+2 = 26.47M ac; total protected = 52.38M ac.  Source: 30x30 Conserved Areas, Terrestrial (2025), CA Nature / CNRA. Ecoregion assignment is the `CA_Ecoregi` field on each unit (Bailey/ECOMAP-derived, 20-class)."
biodiversity	minimax/minimax-m3	q2	ok	3	18.1	119.1	2097	98802450-bfa8-48a7-9ac5-e5846e7455ef	"Here are the **top 10 ecoregions by vulnerable carbon (2024)**:  | Rank | Ecoregion | Biome | Realm | Vulnerable C (Gt C) | |---|---|---|---|---:| | 1 | West Siberian taiga | Boreal Forests/Taiga | Palearctic | 13.85 | | 2 | Scandinavian and Russian taiga | Boreal Forests/Taiga | Palearctic | 13.72 | | 3 | Southwest Amazon moist forests | Tropical & Subtropical Moist Broadleaf Forests | Neotropic | 10.78 | | 4 | Madeira-Tapajós moist forests | Tropical & Subtropical Moist Broadleaf Forests | Neotropic | 8.09 | | 5 | Guianan lowland moist forests | Tropical & Subtropical Moist Broadleaf Forests | Neotropic | 7.67 | | 6 | Uatumã-Trombetas moist forests | Tropical & Subtropical Moist Broadleaf Forests | Neotropic | 7.06 | | 7 | East Siberian taiga | Boreal Forests/Taiga | Palearctic | 6.42 | | 8 | Northwest Congolian lowland forests | Tropical & Subtropical Moist Broadleaf Forests | Afrotropic | 6.42 | | 9 | Central Congolian lowland forests | Tropical & Subtropical Moist Broadleaf Forests | Afrotropic | 6.19 | | 10 | Northeast Congolian lowland forests | Tropical & Subtropical Moist Broadleaf Forests | Afrotropic | 6.13 |  **Key takeaways:** - **Boreal taiga dominates the top of the list** — the West Siberian and Scandinavian/Russian taiga together hold ~27.6 Gt C of vulnerable carbon, reflecting the vast peatland stocks of these regions. - **Amazon moist forests** (Southwest Amazon, Madeira-Tapajós, Guianan, Uatumã-Trombetas) collectively hold ~33.6 Gt C — the largest biome-level concentration in the top 10. - **Congo Basin lowland forests** round out the list with three entries (~18.7 Gt C combined). - All top 10 fall within just **two biomes** (Boreal Forests/Taiga and Tropical & Subtropical Moist Broadleaf Forests) and **three realms** (Palearctic, Neotropic, Afrotropic) — the world's three great forest carbon reservoirs.  Note: ""Vulnerable carbon"" here refers to the Noon et al. (2022) definition — stocks that could be released by 2030 land-use change but are still considered potentially recoverable on longer timescales (a superset of ""irrecoverable carbon"")."
tpl-ca	nvidia/nemotron-3-ultra-550b-a55b	q4	ok	3	9.2	17.6	1220	8bb021a4-6ed9-464c-ad28-48f790cced29	"Here are the California Assembly districts with the most protected acreage recorded in the Conservation Almanac:  | District | Name | Sites | Total Acres | |----------|------|-------|-------------| | 34 | Assembly District 34 | 586 | 563,641 | | 36 | Assembly District 36 | 123 | 451,429 | | 2 | Assembly District 2 | 129 | 207,738 | | 47 | Assembly District 47 | 194 | 152,443 | | 75 | Assembly District 75 | 182 | 48,747 | | 1 | Assembly District 1 | 85 | 46,402 | | 30 | Assembly District 30 | 60 | 29,059 | | 27 | Assembly District 27 | 39 | 24,496 | | 12 | Assembly District 12 | 78 | 22,786 | | 4 | Assembly District 4 | 35 | 15,047 |  **Key notes:** - **District 34** (covering parts of the Sierra Nevada and Central Valley) leads by a wide margin with over 563K acres across 586 sites. - **District 36** (Inland Empire/High Desert) ranks second with 451K acres but far fewer sites (123), suggesting larger individual holdings. - The Conservation Almanac's California coverage is largely through ~2017; the ""2024"" in the dataset name is the publication year, not data currency. - The H3 hex join captures ~79% of Almanac sites (those intersecting a resolution-10 cell); very small or complex sites may be omitted."
wetlands-v2	minimax/minimax-m3	?	ok	11	441.3	777.8	106	55f431d5-b7f8-47a2-b449-ea720c7f4a98	Now I have the basin details. Let me show the top 10 basins on the map by filtering the HydroBASINS layer:
tpl	moonshotai/kimi-k2.7-code	q4	ok	6	33.4	38.4	1863	f40ff678-c312-44f4-a045-74670f061651	Here are the funders of land conservation recorded in the TPL Conservation Almanac for **Boulder County, Colorado**, plus a map view filtered to those project areas.  ## Funders in Boulder County, CO  | Sponsor type | Sponsor | Program | Sites | Total recorded | |:---|:---|:---|---:|---:| | Local | Boulder County, CO | Sales Tax Funds | 503 | **$321.2 M** | | Federal | U.S. Natural Resources Conservation Service | Farm and Ranch Lands Protection Program (FRPP) | 4 | $6.3 M | | Federal | U.S. Forest Service | Forest Legacy Program (FLP) | 1 | $4.9 M | | State | Colorado | Great Outdoors Colorado | 9 | $3.1 M | | Local | Longmont, CO | n/a | 3 | $2.1 M | | Private | Private Landowner | Donation | 6 | $1.0 M | | Unknown | Unknown | Donation | 68 | $1.0 M | | Private | Unknown Private | Donation | 14 | $0.3 M | | State | Colorado Conservation Trust Fund | n/a | 1 | $0.2 M | | Local | Ward, CO | n/a | 2 | $0.1 M | | Local | Broomfield County, CO | Sales Tax Funds | 1 | $0.1 M | | State | Colorado State Parks | Lottery Proceeds | 1 | $2,300 |  A few additional records have $0 amounts, meaning the transaction is recorded but the dollar value is unknown.  ## Key takeaways  - **Boulder County's own sales-tax funds dominate** local conservation investment, accounting for the vast majority of recorded dollars. - **Federal contributions** come mainly through USDA NRCS (FRPP) and USFS Forest Legacy. - **State-level support** is modest here and flows largely through Great Outdoors Colorado and the Conservation Trust Fund. - **Donations and private landowner contributions** appear frequently but at smaller dollar totals.  ## Map  I've turned on the **TPL Conservation Almanac** layer, filtered it to **Boulder County, Colorado**, and centered the map on Boulder. The visible polygons are the conservation sites whose funding sources are listed above.
biodiversity	z-ai/glm-5.2	q2	ok	5	173.0	263.9	2301	a52e2c1c-8c19-4cfb-82ec-83ce2ffc4263	Here are the **top 10 ecoregions by vulnerable carbon (2024)**, measured in gigatonnes of carbon (Gt C):  | Rank | Ecoregion | Biome | Realm | Vulnerable Carbon (Gt C) | |:---:|:---|:---|:---|---:| | 1 | West Siberian taiga | Boreal Forests/Taiga | Palearctic | 13.85 | | 2 | Scandinavian and Russian taiga | Boreal Forests/Taiga | Palearctic | 13.72 | | 3 | Southwest Amazon moist forests | Tropical & Subtropical Moist Broadleaf Forests | Neotropic | 10.77 | | 4 | Madeira-Tapajós moist forests | Tropical & Subtropical Moist Broadleaf Forests | Neotropic | 8.09 | | 5 | Guianan lowland moist forests | Tropical & Subtropical Moist Broadleaf Forests | Neotropic | 7.67 | | 6 | Uatumã-Trombetas moist forests | Tropical & Subtropical Moist Broadleaf Forests | Neotropic | 7.06 | | 7 | East Siberian taiga | Boreal Forests/Taiga | Palearctic | 6.42 | | 8 | Northwest Congolian lowland forests | Tropical & Subtropical Moist Broadleaf Forests | Afrotropic | 6.42 | | 9 | Central Congolian lowland forests | Tropical & Subtropical Moist Broadleaf Forests | Afrotropic | 6.19 | | 10 | Northeast Congolian lowland forests | Tropical & Subtropical Moist Broadleaf Forests | Afrotropic | 6.13 |  ### Key takeaways  - **Boreal taiga dominates the top spots.** The West Siberian and Scandinavian/Russian taiga together hold ~27.6 Gt C of vulnerable carbon — these vast northern forests store enormous amounts of carbon in both biomass and especially soils/permafrost, much of which is vulnerable to disturbance.  - **The Amazon basin is a close second.** Four Amazonian ecoregions (Southwest Amazon, Madeira-Tapajós, Guianan lowland, Uatumã-Trombetas) collectively account for ~33.6 Gt C of vulnerable carbon, reflecting the massive biomass stocks of tropical moist forests.  - **The Congo Basin rounds out the list.** Three Congolian lowland forest ecoregions together hold ~18.7 Gt C, underscoring the critical importance of Central African forests for global carbon security.  - **Only two biome types appear** in the top 10: Boreal Forests/Taiga and Tropical & Subtropical Moist Broadleaf Forests — the two highest-biomass terrestrial biomes on Earth.  Would you like me to visualize any of these on the map, or break down the results further (e.g., by biome totals, or compare with irrecoverable carbon)?
bosl-high-seas	moonshotai/kimi-k2.7-code	q1	ok	8	127.9	189.4	3129	01d5be0d-f9bc-4556-9bbd-c93a67c119b1	## Bottom line  If **all high-seas portions of the EBSAs in this layer** were closed to fishing, about **1.93 million hours of industrial fishing** would be displaced, based on Global Fishing Watch’s 2024 AIS-observed effort.  That is roughly:  - **1.7%** of all AIS-observed global fishing hours in 2024   - **~20%** of AIS-observed fishing hours on the high seas in 2024   - Concentrated in **just two gear types**: **drifting longlines** and **squid jiggers**, which together account for **~89%** of the displaced effort.  The high-seas EBSA footprint covers **~46.1 million km²** across **59 EBSAs** (the layer contains 203 EBSAs, but only 59 extend into ABNJ).  ---  ## Displaced fishing effort by gear type (2024)  | Gear type | Displaced fishing hours | Share of displaced total | |-----------|------------------------:|-------------------------:| | Drifting longlines | 1,444,800 | 75.0% | | Squid jigger | 275,700 | 14.3% | | Unclassified fishing (“fishing”) | 131,500 | 6.8% | | Trawlers | 30,600 | 1.6% | | Pole and line | 27,400 | 1.4% | | Tuna purse seines | 10,700 | 0.6% | | Fixed gear | 3,100 | 0.2% | | Set longlines | 2,900 | 0.2% | | Purse seines | 350 | <0.1% | | Trollers | 135 | <0.1% | | Pots and traps | 5 | <0.1% | | **Total** | **1,927,200** | **100%** |  So the displacement is dominated by **longline fisheries** (likely tunas, billfish and swordfish on the high seas) and **squid jigging**.  ---  ## How this was calculated  - **EBSA boundary**: `ebsa/hex/h0=*` at H3 resolution 8.   - **High-seas mask**: `iho/high-seas/hex/h0=*` at H3 resolution 4 (ABNJ = beyond EEZ).   - **Fishing effort**: Global Fishing Watch annual effort v3 at H3 resolution 6, for **2024**.  I selected every H3 res-8 EBSA cell whose res-4 parent lies in the high seas, then built a res-6 area mask. For each GFW res-6 cell that overlaps those high-seas EBSA cells, I area-weighted the fishing hours:  ``` displaced_hours = fishing_hours × (high-seas EBSA area inside this h6 cell / total h6 cell area) ```  This avoids double-counting where EBSAs overlap and gives an exact area-weighted estimate, assuming fishing effort is evenly distributed within each ~36 km² GFW cell.  ---  ## Important caveats  1. **EBSA coverage is incomplete.** This layer holds **203 EBSAs from 9 of ~15 CBD regional workshops**. Regions **not** represented include the North-East Atlantic, Baltic, Black & Caspian Seas, Seas of East Asia, and North Indian Ocean. The true displacement from *all* CBD-described high-seas EBSAs would therefore be larger.  2. **AIS-tracked, industrial fishing only.** Global Fishing Watch captures vessels carrying AIS transponders. Small-scale/artisanal fleets and vessels that disable AIS are not included.  3. **2024 snapshot.** Effort varies year-to-year; 2024 is the most recent complete year available.  4. **Effort displacement ≠ economic loss.** This is a spatial overlap of fishing activity; it does not estimate catch value, revenue, or where vessels would relocate.  If you’d like, I can also produce a **map of the displaced fishing effort** or break the numbers down by individual EBSA or ocean basin.
bosl-high-seas	minimax/minimax-m3	q2	ok	4	43.9	56.4	1296	71b8bfdd-02ab-426d-92dc-add6dc258225	"## Answer: **141 seamounts**  The Sargasso Sea EBSA (`GLOBAL_ID = 'WC_13'`) contains **141 distinct seamount polygons** from the Harris et al. (2014) Global Seafloor Geomorphic Features Map.  ### Context  | Attribute | Value | |---|---| | EBSA name | Sargasso Sea | | Global ID | `WC_13` | | CBD Workshop | Wider Caribbean and Western Mid-Atlantic | | EBSA area | ~4,177,180 km² (≈ 4.18 million km²) | | Seamounts within | **141** |  ### All geomorphic features within the Sargasso Sea EBSA  | Feature type | Count | |---|---:| | Escarpments | 603 | | Abyssal classification | 373 | | **Seamounts** | **141** | | Hadal | 114 | | Basins | 79 | | Ridges | 53 | | Abyss | 19 | | Plateaus | 5 | | Terraces | 2 | | Rises | 1 | | Canyons | 1 | | Slope | 1 |  ### Notes - The Sargasso Sea EBSA lies entirely in the North Atlantic high seas (beyond any national EEZ), so all 141 seamounts are on the high seas. - The count uses `COUNT(DISTINCT _cng_fid)` on the seafloor-geomorphology hex asset (resolution 6), joined to the EBSA's h6 parent cells — each seamount polygon is counted once even if it spans multiple hex cells. - ""Seamounts"" here refers to the `Seamounts` feature_type; flat-topped seamounts (guyots) are a separate class and are not included in this count (none appear in the EBSA anyway)."
tpl-ca	nvidia/nemotron-3-ultra-550b-a55b	q4	ok	3	32.6	40.4	1397	ee7fbc9c-1e71-4900-a6f0-0f9daee15653	"Here are the California Assembly districts with the most protected acreage recorded in the Conservation Almanac:  | District | Name | Sites | Total Acres | |----------|------|-------|-------------| | 34 | Assembly District 34 | 586 | 563,641 | | 36 | Assembly District 36 | 123 | 451,429 | | 2 | Assembly District 2 | 129 | 207,738 | | 47 | Assembly District 47 | 194 | 152,443 | | 75 | Assembly District 75 | 182 | 48,747 | | 1 | Assembly District 1 | 85 | 46,402 | | 30 | Assembly District 30 | 60 | 29,059 | | 27 | Assembly District 27 | 39 | 24,496 | | 12 | Assembly District 12 | 78 | 22,786 | | 4 | Assembly District 4 | 35 | 15,047 |  **Key caveats:** - **Coverage:** The Conservation Almanac's California records largely extend through ~2017 (the ""2024"" in the dataset name is the publication year, not data currency). - **Hex join limitation:** The H3 resolution-10 spatial join captures ~79% of Almanac sites (53,191 of 67,428) — very small or complex sites that don't intersect a res-10 cell are omitted. - **Attribution:** These are ""conservation investments recorded in the Almanac"" from many sources (federal programs, state bonds, local funds, donations, etc.), not ""TPL-protected land."" TPL compiles the Almanac but does not fund or own all recorded projects.  Would you like me to break this down by ownership type, funding program, or show the geographic distribution on the map?"
global-30x30	nvidia/nemotron-3-ultra-550b-a55b	q2	budget_capped	1	0.1	0.1	0	be169e66-693b-4362-8710-7f46b3669a81	
biodiversity	moonshotai/kimi-k2.7-code	q1	ok	4	25.6	30.0	781	874b9877-b24b-4227-af89-0222ef80debd	The countries with the most **Ramsar wetland sites** (counting distinct sites, not polygon parcels) are:  | Rank | Country | Ramsar Sites | |------|---------|--------------| | 1 | United Kingdom of Great Britain and Northern Ireland | 176 | | 2 | Mexico | 144 | | 3 | India | 94 | | 4 | China | 82 | | 5 | Spain | 76 | | 6 | Sweden | 68 | | 7 | Australia | 67 | | 8 | Norway | 63 | | 9 | Italy | 61 | | 10 | Netherlands (Kingdom of the) | 58 |  **Key notes:** - The **UK** leads by a wide margin with **176 sites**. - The raw Ramsar GeoParquet splits some site boundaries into multiple polygon parcels, so site counts require `COUNT(DISTINCT ramsarid)` rather than row counts. - If you were interested in total wetland **area** or sites by **region/territory**, I can run that too.
ca-30x30	z-ai/glm-5.2	q1	ok	2	33.7	36.7	660	233f8638-e74a-4c88-8e36-e3ea332135ce	"**26,471,500 acres** (≈ 26.47 million acres) of California land are conserved at GAP status 1 or 2, according to the 2025 CA Nature Terrestrial Conserved Areas layer.  This is the GAP 1+2 total — the portion that counts toward California's 30×30 goal. The `Acres` column in this dataset is defined as `Gap1_acres + Gap2_acres` for each conserved unit, so summing it across all 45,811 features gives the statewide GAP 1+2 figure.  For context (from the same dataset): - **GAP 3+4 (""other protected""):** ~25.90 million acres - **Total protected (GAP 1–4):** ~52.38 million acres  GAP 1+2 and GAP 3+4 are separate categories — GAP 1+2 is not ""all conserved land."""
global-30x30	z-ai/glm-5.2	q2	ok	5	173.9	412.6	2153	550e2b04-c41b-446a-9107-fe57e228c089	"Here are the results:  ## Population Living Inside Protected Areas  | Metric | Value | |---|---| | **Population inside WDPA protected areas** | **~348.6 million** | | Global population (2020, GHS-POP) | ~7.84 billion | | **Share of world population inside PAs** | **~4.4%** |  ### Breakdown by IUCN Management Category  | IUCN Category | Population | Notes | |---|---|---| | Not Reported | ~104.1 M | Largest share — many PAs lack IUCN classification | | V — Protected Landscape/Seascape | ~95.8 M | Human-inhabited landscapes by design | | IV — Habitat/Species Management | ~60.7 M | Active management areas | | VI — Sustainable Use | ~48.4 M | Resource-use PAs with resident communities | | Not Applicable | ~25.8 M | | | Not Assigned | ~25.4 M | | | II — National Park | ~23.4 M | | | III — Natural Monument | ~6.0 M | | | Ia — Strict Nature Reserve | ~5.2 M | Lowest population — by design | | Ib — Wilderness Area | ~1.8 M | Lowest — most remote areas |  > **Note:** The category breakdown sums to more than 348.6 M because some hex cells are covered by multiple overlapping protected areas with different IUCN categories. The headline figure of **348.6 million** uses a deduplicated cell count (each cell counted once regardless of how many PAs overlap it).  ### Key Takeaways  1. **~349 million people** — roughly **1 in 23 people on Earth** — live inside a designated protected area (excluding proposed sites). 2. **Category V and VI PAs hold the most people** (~144 M combined), which is expected — these categories explicitly accommodate human habitation and sustainable resource use. 3. **Strictly protected areas (Ia + Ib)** contain only ~7 million people, reflecting their remote, low-population design intent. 4. The large ""Not Reported"" bucket (~104 M) highlights a significant data gap in IUCN categorization for many countries' PAs.  This analysis joins WDPA (June 2026, 306,985 features) with GHS-POP 2020 population at H3 resolution 8 (~0.74 km² cells). Population is area-weighted from 90 m source pixels, so the h8-level join provides a robust global estimate. Would you like me to break this down by country, or also include OECMs?"
tpl	nvidia/nemotron-3-ultra-550b-a55b	q2	ok	8	34.2	49.1	1461	52ebfc04-6b42-4c8a-a168-ab68faf0e663	**Texas Congressional Districts by Federal Land Conservation Funding (TPL Conservation Almanac)**  | Rank | District | GEOID | Sites | Total Federal Funding | |------|----------|-------|-------|----------------------| | 1 | Congressional District 14 | 4814 | 69 | $29.5M | | 2 | Congressional District 34 | 4834 | 71 | $29.5M | | 3 | Congressional District 36 | 4836 | 45 | $17.0M | | 4 | Congressional District 31 | 4831 | 26 | $15.9M | | 5 | Congressional District 10 | 4810 | 20 | $8.9M | | 6 | Congressional District 6 | 4806 | 8 | $7.1M | | 7 | Congressional District 28 | 4828 | 14 | $4.9M | | 8 | Congressional District 22 | 4822 | 8 | $3.8M | | 9 | Congressional District 35 | 4835 | 1 | $3.4M | | 10 | Congressional District 23 | 4823 | 5 | $1.9M |  **Top 5 districts account for ~$101M (82%) of the ~$123M total federal conservation funding recorded in Texas.**  The map now shows all 38 Texas congressional districts colored by federal funding amount (darker green = more funding). Hover a district to see its name and GEOID.  **Methodology notes:** - Federal funding = transactions where `sponsor_type = 'FED'` in the Conservation Almanac funding table - Sites assigned to districts via H3 resolution-10 hex overlap (sites hex ⨝ districts hex) - Deduplicated by `(tpl_id, GEOID)` before summing to avoid double-counting sites spanning multiple hex cells within a district - Almanac data coverage varies by state; most Texas records are through ~2017
